                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.69334,                0.42503,                0.86859,                0.88447,                0.32238,                0.45298,                0.33846,                    nan,                    nan,                    nan,             0.00032553,             0.00032553,             0.00032553
                    158,                0.73399,                0.45317,                0.86624,                0.93179,                0.32088,                0.44467,                0.33984,                    nan,                    nan,                    nan,             0.00031845,             0.00031845,             0.00031845
                    159,                0.70214,                0.43149,                0.88303,                0.90126,                0.31963,                0.45303,                0.33972,                    nan,                    nan,                    nan,             0.00031138,             0.00031138,             0.00031138
                    160,                0.67862,                0.42919,                0.87105,                0.89059,                0.32423,                0.45089,                0.33588,                    nan,                    nan,                    nan,             0.00030431,             0.00030431,             0.00030431
                    161,                0.68745,                0.42199,                  0.872,                0.91014,                0.31501,                0.44781,                0.33441,                    nan,                    nan,                    nan,             0.00029723,             0.00029723,             0.00029723
                    162,                0.70218,                0.43301,                0.86739,                0.87793,                 0.3215,                0.41303,                0.30938,                    nan,                    nan,                    nan,             0.00029016,             0.00029016,             0.00029016
                    163,                0.68714,                0.42953,                0.86521,                0.85497,                0.32086,                0.45474,                0.34383,                    nan,                    nan,                    nan,             0.00028308,             0.00028308,             0.00028308
                    164,                 0.6875,                0.43293,                0.88058,                0.86535,                 0.3192,                0.45822,                0.34226,                    nan,                    nan,                    nan,             0.00027601,             0.00027601,             0.00027601
                    165,                0.67197,                0.41164,                0.87818,                0.86948,                0.31961,                0.45966,                0.35332,                    nan,                    nan,                    nan,             0.00026894,             0.00026894,             0.00026894
                    166,                0.68268,                0.42808,                0.87685,                0.86988,                0.32335,                0.45857,                0.34317,                    nan,                    nan,                    nan,             0.00026186,             0.00026186,             0.00026186
                    167,                 0.7095,                0.42766,                0.86996,                0.87118,                 0.3166,                0.45116,                0.34054,                    nan,                    nan,                    nan,             0.00025479,             0.00025479,             0.00025479
                    168,                 0.7276,                0.43071,                0.87205,                0.88225,                0.31099,                0.45963,                 0.3433,                    nan,                    nan,                    nan,             0.00024772,             0.00024772,             0.00024772
                    169,                 0.7197,                0.43527,                0.89107,                0.88438,                0.31635,                0.45712,                0.34564,                    nan,                    nan,                    nan,             0.00024064,             0.00024064,             0.00024064
                    170,                0.68843,                0.42058,                0.86715,                0.90923,                0.31309,                0.45595,                0.33968,                    nan,                    nan,                    nan,             0.00023357,             0.00023357,             0.00023357
                    171,                0.69164,                0.42797,                0.87759,                0.87103,                0.32221,                0.46399,                0.35698,                    nan,                    nan,                    nan,              0.0002265,              0.0002265,              0.0002265
                    172,                0.69615,                0.43173,                0.87982,                0.88628,                0.32093,                0.46072,                0.35029,                    nan,                    nan,                    nan,             0.00021942,             0.00021942,             0.00021942
                    173,                0.68107,                0.43676,                 0.8742,                0.86713,                0.31555,                0.45647,                 0.3461,                    nan,                    nan,                    nan,             0.00021235,             0.00021235,             0.00021235
                    174,                0.67546,                0.42867,                0.87251,                0.84187,                0.31726,                0.44807,                0.34175,                    nan,                    nan,                    nan,             0.00020528,             0.00020528,             0.00020528
                    175,                0.67304,                0.40293,                0.86197,                0.87321,                0.32457,                0.46536,                0.34877,                    nan,                    nan,                    nan,              0.0001982,              0.0001982,              0.0001982
                    176,                0.67869,                0.42562,                0.87887,                0.93349,                0.31484,                 0.4583,                0.34526,                    nan,                    nan,                    nan,             0.00019113,             0.00019113,             0.00019113
                    177,                0.68927,                0.42561,                0.87104,                0.92219,                0.31611,                0.45455,                 0.3495,                    nan,                    nan,                    nan,             0.00018406,             0.00018406,             0.00018406
                    178,                0.64686,                 0.4028,                 0.8681,                0.90469,                0.32291,                0.46076,                 0.3404,                    nan,                    nan,                    nan,             0.00017698,             0.00017698,             0.00017698
                    179,                0.65389,                 0.4065,                0.85001,                0.90806,                0.31929,                0.46057,                0.35067,                    nan,                    nan,                    nan,             0.00016991,             0.00016991,             0.00016991
                    180,                 0.6597,                0.41128,                0.88244,                0.88437,                0.31716,                0.46323,                0.35099,                    nan,                    nan,                    nan,             0.00016283,             0.00016283,             0.00016283
                    181,                0.66132,                0.39961,                0.87313,                0.90511,                0.32607,                0.46215,                0.34838,                    nan,                    nan,                    nan,             0.00015576,             0.00015576,             0.00015576
                    182,                0.66364,                0.41557,                0.86246,                0.90154,                0.32326,                 0.4619,                0.35029,                    nan,                    nan,                    nan,             0.00014869,             0.00014869,             0.00014869
                    183,                0.67633,                0.41797,                0.87225,                0.88273,                  0.317,                0.45855,                0.34925,                    nan,                    nan,                    nan,             0.00014161,             0.00014161,             0.00014161
                    184,                0.66925,                0.40615,                0.89065,                0.85408,                0.32607,                0.46895,                0.35844,                    nan,                    nan,                    nan,             0.00013454,             0.00013454,             0.00013454
                    185,                0.65261,                0.40701,                0.87068,                0.85914,                 0.3279,                 0.4677,                0.35178,                    nan,                    nan,                    nan,             0.00012747,             0.00012747,             0.00012747
                    186,                0.68895,                0.41322,                0.87543,                0.89069,                 0.3226,                0.45652,                 0.3458,                    nan,                    nan,                    nan,             0.00012039,             0.00012039,             0.00012039
                    187,                0.67571,                0.41058,                0.86012,                0.90801,                0.32016,                0.45686,                0.34393,                    nan,                    nan,                    nan,             0.00011332,             0.00011332,             0.00011332
                    188,                0.70178,                0.43928,                0.88663,                 0.8813,                  0.323,                 0.4608,                0.34908,                    nan,                    nan,                    nan,             0.00010625,             0.00010625,             0.00010625
                    189,                0.67542,                0.41024,                0.87223,                0.89984,                0.32502,                0.46321,                0.34943,                    nan,                    nan,                    nan,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.67266,                0.39789,                0.87749,                0.88942,                0.32451,                0.46097,                0.34617,                    nan,                    nan,                    nan,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.71032,                0.41855,                0.81613,                 0.9129,                0.32816,                 0.4657,                0.34236,                    nan,                    nan,                    nan,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.64384,                0.36973,                0.81808,                0.90604,                0.31859,                 0.4507,                0.33246,                    nan,                    nan,                    nan,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                0.66271,                0.37738,                0.83608,                0.87199,                0.32045,                0.46689,                0.35567,                    nan,                    nan,                    nan,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.67214,                 0.3906,                 0.8383,                0.87927,                0.31941,                0.46355,                0.35442,                    nan,                    nan,                    nan,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.62968,                0.35864,                0.81795,                0.87923,                0.31956,                0.45851,                0.34676,                    nan,                    nan,                    nan,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.63338,                0.35357,                 0.8294,                0.88321,                0.31941,                0.45753,                0.34764,                    nan,                    nan,                    nan,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                 0.6091,                0.35794,                 0.8223,                0.88224,                0.31853,                0.45423,                0.34484,                    nan,                    nan,                    nan,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.61627,                0.35459,                0.82138,                0.88185,                0.32238,                0.45849,                0.34593,                    nan,                    nan,                    nan,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.60131,                0.34082,                0.80162,                0.89838,                0.32509,                0.46125,                0.34937,                    nan,                    nan,                    nan,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.62627,                0.35404,                0.82809,                0.89937,                0.32501,                0.46318,                0.35031,                    nan,                    nan,                    nan,             2.1364e-05,             2.1364e-05,             2.1364e-05
