                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.92997,                0.65173,                0.95873,                0.93378,                0.79968,                 0.8561,                 0.5962,                0.86404,                0.60665,                0.88118,              0.0013158,              0.0013158,              0.0013158
                     42,                0.93238,                0.67746,                0.94047,                 0.9127,                0.77171,                0.88034,                0.60992,                0.90018,                0.58061,                0.92254,               0.001313,               0.001313,               0.001313
                     43,                0.92085,                0.65464,                0.95744,                0.93801,                0.84467,                0.89566,                0.63368,                0.86009,                 0.5173,                0.88266,              0.0013102,              0.0013102,              0.0013102
                     44,                0.90996,                 0.6538,                0.93899,                0.90997,                0.83073,                0.88756,                0.60381,                0.92764,                0.56725,                0.91689,              0.0013073,              0.0013073,              0.0013073
                     45,                0.96423,                0.67555,                0.96591,                0.88325,                0.81781,                0.88054,                0.56794,                0.98024,                0.59706,                0.92481,              0.0013045,              0.0013045,              0.0013045
                     46,                0.91324,                0.65025,                0.93805,                0.91348,                 0.8358,                 0.8963,                0.60431,                 0.9288,                0.56112,                0.88823,              0.0013017,              0.0013017,              0.0013017
                     47,                0.91572,                0.64735,                0.94165,                0.96902,                0.84286,                0.90682,                0.64674,                0.81075,                0.48982,                0.88439,              0.0012988,              0.0012988,              0.0012988
                     48,                0.90293,                0.63772,                0.96361,                0.91835,                0.84002,                0.89202,                0.62278,                0.82769,                0.50227,                0.87536,               0.001296,               0.001296,               0.001296
                     49,                0.93734,                0.62515,                0.96341,                 0.9318,                0.83589,                0.91203,                0.62255,                 0.9133,                0.52445,                0.88588,              0.0012932,              0.0012932,              0.0012932
                     50,                0.92488,                0.62715,                0.93025,                0.92323,                0.85336,                0.91149,                0.63756,                0.85034,                0.51218,                 0.8803,              0.0012904,              0.0012904,              0.0012904
                     51,                0.90236,                0.61339,                0.93167,                0.94278,                0.86743,                0.91831,                0.63151,                0.82597,                0.48573,                 0.8689,              0.0012875,              0.0012875,              0.0012875
                     52,                0.90111,                0.61313,                0.94287,                0.95222,                0.84106,                0.91237,                0.62182,                0.84649,                0.49362,                0.88018,              0.0012847,              0.0012847,              0.0012847
                     53,                0.89752,                0.60254,                0.93978,                0.95092,                 0.8728,                0.92372,                0.64398,                0.78689,                0.46919,                0.86567,              0.0012819,              0.0012819,              0.0012819
                     54,                0.84781,                0.60883,                0.94105,                0.91537,                0.84632,                0.90379,                0.65146,                0.78284,                0.49792,                0.85997,               0.001279,               0.001279,               0.001279
                     55,                0.86866,                0.62194,                0.93959,                0.96277,                0.84824,                0.91094,                0.63873,                0.81701,                0.47436,                0.87177,              0.0012762,              0.0012762,              0.0012762
                     56,                   0.86,                0.60501,                0.93747,                0.93987,                0.85447,                0.90466,                0.65725,                 0.7597,                0.46778,                0.85945,              0.0012734,              0.0012734,              0.0012734
                     57,                0.87008,                0.60832,                0.94111,                0.93131,                0.84494,                0.91349,                0.64321,                0.84137,                0.48362,                0.87555,              0.0012706,              0.0012706,              0.0012706
                     58,                0.86221,                0.59019,                 0.9283,                0.94942,                0.87582,                0.92051,                0.67102,                0.74632,                0.44552,                0.85249,              0.0012677,              0.0012677,              0.0012677
                     59,                0.82655,                0.58987,                0.93081,                0.95969,                0.83772,                0.90905,                0.66075,                0.74387,                0.47032,                0.85215,              0.0012649,              0.0012649,              0.0012649
                     60,                0.82534,                0.57215,                0.93683,                 0.9275,                0.84309,                0.91777,                0.66646,                0.79405,                0.49139,                0.86411,              0.0012621,              0.0012621,              0.0012621
                     61,                0.85654,                0.58588,                 0.9382,                0.94255,                0.85715,                0.91794,                0.67323,                0.74198,                0.45119,                0.86402,              0.0012592,              0.0012592,              0.0012592
                     62,                0.85201,                0.58823,                0.92868,                0.95469,                0.85557,                 0.9171,                 0.6479,                0.82047,                0.46981,                0.86152,              0.0012564,              0.0012564,              0.0012564
                     63,                0.85951,                 0.5584,                0.92416,                 0.9631,                0.86664,                0.92673,                0.66482,                0.80246,                0.46511,                0.85858,              0.0012536,              0.0012536,              0.0012536
                     64,                0.84847,                0.58476,                0.93658,                0.93733,                0.88003,                0.93063,                0.66623,                0.76028,                0.47114,                 0.8561,              0.0012507,              0.0012507,              0.0012507
                     65,                0.83606,                0.55504,                0.93686,                0.95261,                0.86501,                0.91737,                0.65245,                0.79853,                0.46583,                0.86671,              0.0012479,              0.0012479,              0.0012479
                     66,                0.81165,                0.56485,                0.92677,                0.95966,                0.85071,                0.92591,                 0.6808,                 0.7631,                0.46669,                0.85661,              0.0012451,              0.0012451,              0.0012451
                     67,                0.83079,                0.54642,                 0.9352,                0.96301,                0.87693,                0.92967,                0.68137,                0.76331,                0.44062,                0.86074,              0.0012423,              0.0012423,              0.0012423
                     68,                0.81894,                 0.5617,                0.92906,                0.90726,                0.84112,                0.90755,                0.65865,                0.74239,                0.50248,                0.84907,              0.0012394,              0.0012394,              0.0012394
                     69,                 0.8378,                0.58119,                0.93875,                  0.963,                0.87076,                0.92408,                0.67401,                0.74787,                0.43676,                 0.8593,              0.0012366,              0.0012366,              0.0012366
                     70,                0.82131,                 0.5652,                0.92517,                0.95054,                0.82758,                0.91884,                0.66228,                 0.7889,                0.47017,                0.86049,              0.0012338,              0.0012338,              0.0012338
                     71,                0.82612,                0.56486,                0.92568,                 0.9183,                0.88238,                0.92736,                0.68536,                0.75252,                0.44328,                0.86129,              0.0012309,              0.0012309,              0.0012309
                     72,                0.79361,                0.56272,                0.93039,                 0.9389,                0.87676,                 0.9265,                0.68628,                0.70247,                0.43483,                0.84852,              0.0012281,              0.0012281,              0.0012281
                     73,                0.79475,                0.55889,                0.91981,                0.93341,                0.83631,                 0.9155,                0.67302,                0.74368,                0.46053,                0.85136,              0.0012253,              0.0012253,              0.0012253
                     74,                0.81169,                0.53694,                0.91759,                0.92853,                0.82744,                0.91834,                0.68153,                0.71502,                0.45255,                0.84445,              0.0012225,              0.0012225,              0.0012225
                     75,                0.78846,                0.54447,                0.92242,                0.94786,                0.88236,                 0.9264,                0.69276,                0.69032,                0.40768,                0.83938,              0.0012196,              0.0012196,              0.0012196
                     76,                0.78698,                 0.5356,                0.91442,                0.94222,                0.86772,                0.91369,                0.65785,                0.78166,                0.45412,                0.85892,              0.0012168,              0.0012168,              0.0012168
                     77,                0.79068,                0.54042,                0.90979,                0.94571,                 0.8439,                0.91474,                0.64969,                0.78137,                0.45188,                0.85221,               0.001214,               0.001214,               0.001214
                     78,                0.79336,                0.54302,                0.91835,                0.95475,                0.88583,                0.93569,                0.66671,                 0.7678,                 0.4401,                0.85404,              0.0012111,              0.0012111,              0.0012111
                     79,                0.79235,                0.54378,                 0.9313,                0.93892,                0.88064,                0.92164,                0.67605,                0.71056,                0.45033,                0.84405,              0.0012083,              0.0012083,              0.0012083
                     80,                0.78209,                0.54645,                0.92086,                0.92107,                0.89106,                0.91801,                0.66058,                0.71824,                0.44929,                0.83897,              0.0012055,              0.0012055,              0.0012055
                     81,                0.79204,                0.54185,                0.91135,                0.92831,                0.87424,                0.92593,                0.69011,                0.71656,                 0.4262,                0.84904,              0.0012026,              0.0012026,              0.0012026
                     82,                0.78311,                0.52858,                0.92337,                0.96023,                0.87009,                0.92727,                0.67467,                0.74646,                0.42646,                0.84985,              0.0011998,              0.0011998,              0.0011998
                     83,                0.76119,                0.51783,                0.91275,                0.95296,                0.87638,                 0.9297,                0.68192,                0.73243,                0.42433,                0.84616,               0.001197,               0.001197,               0.001197
                     84,                0.76336,                0.50634,                0.91015,                0.93015,                0.88885,                0.93012,                0.68488,                0.70378,                0.40729,                0.83894,              0.0011942,              0.0011942,              0.0011942
                     85,                0.78376,                0.51047,                0.90845,                0.95536,                0.88629,                0.93625,                 0.6917,                0.72388,                0.40694,                 0.8432,              0.0011913,              0.0011913,              0.0011913
                     86,                0.77736,                0.52117,                0.92036,                0.93903,                0.85123,                0.92019,                0.64669,                0.79231,                0.42677,                0.85441,              0.0011885,              0.0011885,              0.0011885
                     87,                0.79353,                0.53946,                0.92164,                0.94892,                  0.892,                0.92914,                0.68665,                0.71341,                0.39972,                0.84183,              0.0011857,              0.0011857,              0.0011857
                     88,                0.80943,                0.53293,                0.92004,                0.93907,                 0.8866,                0.92983,                0.70431,                0.66983,                0.41584,                0.83533,              0.0011828,              0.0011828,              0.0011828
                     89,                0.74988,                0.50454,                0.90639,                0.95264,                 0.8857,                0.93132,                0.68751,                0.73046,                0.40637,                0.84064,                0.00118,                0.00118,                0.00118
                     90,                0.77407,                0.51227,                0.91714,                0.96564,                0.86663,                0.93773,                0.67778,                0.68577,                 0.4085,                0.83976,              0.0011772,              0.0011772,              0.0011772
                     91,                0.74999,                0.49301,                0.90042,                0.95787,                0.88243,                0.93392,                0.70844,                0.68993,                0.38123,                0.83573,              0.0011744,              0.0011744,              0.0011744
                     92,                0.76962,                0.51914,                0.90743,                0.95283,                0.88982,                0.93425,                0.67418,                0.72006,                0.42181,                0.83891,              0.0011715,              0.0011715,              0.0011715
                     93,                0.74892,                0.51245,                0.91765,                0.94396,                0.88668,                  0.938,                0.70999,                0.67122,                0.38973,                0.83995,              0.0011687,              0.0011687,              0.0011687
                     94,                0.72129,                0.47557,                0.91057,                0.93723,                0.89106,                0.93708,                0.69283,                0.68517,                0.39103,                0.83165,              0.0011659,              0.0011659,              0.0011659
                     95,                0.75108,                0.50463,                0.89893,                0.95621,                0.89372,                0.94212,                0.69583,                0.68764,                0.39528,                0.83717,               0.001163,               0.001163,               0.001163
                     96,                0.71049,                0.48589,                0.89721,                0.95411,                0.87864,                0.92868,                0.69221,                0.70147,                0.39662,                0.83702,              0.0011602,              0.0011602,              0.0011602
                     97,                0.73693,                0.50077,                0.90523,                0.95772,                0.86748,                0.92172,                0.68305,                0.69473,                0.40005,                0.83319,              0.0011574,              0.0011574,              0.0011574
                     98,                 0.7823,                  0.534,                0.91717,                0.95168,                0.89248,                0.93988,                0.68673,                0.71929,                0.40278,                0.83666,              0.0011545,              0.0011545,              0.0011545
                     99,                0.74859,                0.49467,                0.90229,                0.95545,                0.87591,                0.92718,                0.70428,                0.66387,                0.39801,                0.83387,              0.0011517,              0.0011517,              0.0011517
                    100,                0.76581,                0.49452,                0.91229,                0.94112,                0.88475,                  0.934,                0.69317,                0.68666,                0.40207,                0.83554,              0.0011489,              0.0011489,              0.0011489
                    101,                0.72803,                0.49104,                0.90328,                0.95952,                 0.8926,                0.94081,                0.69361,                0.70832,                0.39419,                0.83525,              0.0011461,              0.0011461,              0.0011461
                    102,                0.75096,                0.51377,                0.89866,                0.95812,                0.86668,                0.93118,                0.70237,                 0.6603,                0.39614,                0.82731,              0.0011432,              0.0011432,              0.0011432
                    103,                0.72641,                0.49141,                 0.9113,                0.96728,                0.88337,                0.93491,                0.68619,                 0.7294,                0.38853,                0.84039,              0.0011404,              0.0011404,              0.0011404
                    104,                0.76092,                 0.4919,                0.91526,                0.95393,                0.87923,                 0.9413,                0.72424,                0.65664,                 0.3753,                0.82838,              0.0011376,              0.0011376,              0.0011376
                    105,                 0.7123,                0.48346,                 0.9064,                0.95397,                0.88019,                0.93644,                0.71185,                 0.6517,                0.37631,                0.82964,              0.0011347,              0.0011347,              0.0011347
                    106,                0.74121,                0.47613,                0.89854,                0.93963,                0.89612,                0.93683,                0.68417,                0.71234,                0.39184,                0.83497,              0.0011319,              0.0011319,              0.0011319
                    107,                0.72325,                0.48842,                0.90501,                0.96713,                0.88696,                0.93811,                0.70186,                0.66608,                0.38724,                0.82865,              0.0011291,              0.0011291,              0.0011291
                    108,                0.70501,                0.46188,                0.90693,                0.93996,                0.88801,                0.93179,                0.69208,                0.70413,                0.38884,                0.83772,              0.0011263,              0.0011263,              0.0011263
                    109,                0.71893,                0.45613,                0.90864,                0.94683,                 0.8758,                0.93727,                0.68951,                 0.6919,                0.38417,                0.83386,              0.0011234,              0.0011234,              0.0011234
                    110,                0.76896,                0.50327,                0.89928,                0.96177,                0.89426,                0.94352,                0.69774,                0.70154,                0.38477,                0.83606,              0.0011206,              0.0011206,              0.0011206
                    111,                0.74035,                0.47763,                0.90846,                0.96106,                   0.89,                0.93897,                0.70701,                0.67027,                0.38324,                0.83219,              0.0011178,              0.0011178,              0.0011178
                    112,                 0.7324,                0.47375,                0.90032,                0.96235,                0.88746,                0.94451,                0.70959,                0.65791,                0.37061,                0.82731,              0.0011149,              0.0011149,              0.0011149
                    113,                 0.7204,                0.46544,                0.89708,                 0.9526,                0.88322,                0.93894,                0.69493,                0.68812,                0.39462,                0.83048,              0.0011121,              0.0011121,              0.0011121
                    114,                0.70606,                0.45455,                0.89833,                 0.9493,                0.87644,                0.93261,                0.69172,                0.67008,                0.37144,                0.83032,              0.0011093,              0.0011093,              0.0011093
                    115,                0.68385,                0.45062,                 0.8972,                0.94762,                0.89014,                0.94083,                 0.7262,                0.63636,                0.36981,                0.82501,              0.0011064,              0.0011064,              0.0011064
                    116,                0.71343,                0.47858,                0.90034,                 0.9459,                0.90557,                0.94382,                 0.7224,                0.63987,                 0.3625,                0.82554,              0.0011036,              0.0011036,              0.0011036
                    117,                0.71363,                0.45747,                0.90396,                0.94803,                0.89362,                0.93867,                0.68275,                0.67512,                0.39449,                0.82715,              0.0011008,              0.0011008,              0.0011008
                    118,                0.69977,                0.46085,                0.89818,                0.96088,                0.89732,                0.94173,                0.71381,                0.65806,                0.36318,                0.82974,               0.001098,               0.001098,               0.001098
                    119,                0.72456,                0.47712,                0.89812,                0.94929,                0.89798,                0.94417,                0.72915,                0.61346,                0.35699,                0.82235,              0.0010951,              0.0010951,              0.0010951
                    120,                0.73382,                0.45904,                0.89168,                0.94057,                 0.9098,                0.94742,                0.70443,                0.69148,                0.36976,                0.83042,              0.0010923,              0.0010923,              0.0010923
                    121,                0.69583,                0.45315,                 0.8804,                 0.9596,                0.88418,                0.94112,                0.71155,                0.63509,                0.37192,                0.82233,              0.0010895,              0.0010895,              0.0010895
                    122,                0.70135,                0.46965,                0.89107,                 0.9547,                0.87088,                0.93635,                 0.7211,                0.62308,                0.36992,                0.82272,              0.0010866,              0.0010866,              0.0010866
                    123,                0.69084,                0.45308,                0.89699,                 0.9592,                0.88675,                 0.9417,                 0.7185,                0.66371,                0.36691,                0.82927,              0.0010838,              0.0010838,              0.0010838
                    124,                0.70374,                0.46896,                 0.9021,                0.96262,                0.89908,                0.94414,                0.72856,                0.63816,                0.37412,                0.82633,               0.001081,               0.001081,               0.001081
                    125,                0.69487,                0.44761,                0.88663,                0.94546,                0.90067,                0.94265,                0.70943,                0.68218,                0.36982,                  0.826,              0.0010782,              0.0010782,              0.0010782
                    126,                0.67277,                0.43985,                0.89787,                0.94616,                0.86497,                0.93527,                0.71807,                 0.6373,                0.36159,                0.82505,              0.0010753,              0.0010753,              0.0010753
                    127,                0.69522,                0.46622,                0.89595,                0.95082,                 0.9029,                0.94658,                0.71608,                0.67128,                  0.369,                0.82499,              0.0010725,              0.0010725,              0.0010725
                    128,                0.71791,                0.46822,                0.88058,                0.93155,                0.90809,                0.94127,                0.72409,                0.64653,                0.35468,                0.82191,              0.0010697,              0.0010697,              0.0010697
                    129,                0.68011,                0.44815,                0.89349,                 0.9662,                 0.8687,                0.93767,                0.72104,                0.63942,                0.36642,                0.82571,              0.0010668,              0.0010668,              0.0010668
                    130,                0.67961,                0.44779,                0.90049,                0.93668,                0.87092,                0.93913,                0.71496,                0.66151,                0.39639,                0.82862,               0.001064,               0.001064,               0.001064
                    131,                0.68971,                0.46394,                0.89758,                0.94865,                0.86191,                0.93255,                0.68875,                0.66576,                0.37605,                0.83009,              0.0010612,              0.0010612,              0.0010612
                    132,                0.68189,                0.46434,                0.88284,                0.94641,                0.88616,                0.93923,                0.71549,                0.63948,                0.36404,                0.82387,              0.0010583,              0.0010583,              0.0010583
                    133,                0.70612,                0.46783,                0.91419,                0.92845,                0.90612,                0.94126,                0.70189,                0.66481,                0.36772,                 0.8234,              0.0010555,              0.0010555,              0.0010555
                    134,                0.69766,                0.45704,                0.88964,                0.95609,                 0.8934,                0.94704,                0.71963,                0.64814,                0.36228,                0.82545,              0.0010527,              0.0010527,              0.0010527
                    135,                0.67234,                0.43209,                0.88443,                0.95782,                0.90968,                0.95104,                0.70407,                0.68645,                0.37151,                0.82476,              0.0010499,              0.0010499,              0.0010499
                    136,                0.68146,                0.46566,                0.89673,                0.94176,                0.90708,                0.94727,                0.69931,                0.66408,                0.37993,                0.82803,               0.001047,               0.001047,               0.001047
                    137,                0.66092,                0.46094,                0.89083,                0.96076,                0.88374,                0.94991,                0.72356,                0.63848,                0.36363,                0.82929,              0.0010442,              0.0010442,              0.0010442
                    138,                0.64645,                0.43918,                0.88116,                0.96981,                0.88192,                0.94311,                0.70487,                0.62776,                0.36275,                0.82362,              0.0010414,              0.0010414,              0.0010414
                    139,                0.70546,                0.47459,                0.88971,                0.96194,                0.89823,                0.94693,                0.72923,                0.66199,                0.37013,                0.82534,              0.0010385,              0.0010385,              0.0010385
                    140,                0.69378,                0.45022,                0.89709,                0.95982,                0.90716,                0.95169,                0.73798,                0.63597,                0.35899,                 0.8264,              0.0010357,              0.0010357,              0.0010357
                    141,                0.64754,                0.44109,                0.88521,                0.95371,                0.90638,                0.94718,                0.73046,                0.61776,                0.34811,                 0.8211,              0.0010329,              0.0010329,              0.0010329
                    142,                 0.6635,                0.44567,                0.88603,                0.96448,                0.88863,                0.94704,                0.72174,                0.62796,                0.35017,                 0.8198,              0.0010301,              0.0010301,              0.0010301
                    143,                0.65733,                0.43178,                 0.8847,                0.95505,                0.90282,                0.94503,                0.70925,                0.67232,                0.35763,                0.82569,              0.0010272,              0.0010272,              0.0010272
                    144,                0.67279,                0.42426,                0.89546,                0.95433,                0.89221,                0.94208,                0.72792,                0.61532,                0.34233,                0.81689,              0.0010244,              0.0010244,              0.0010244
                    145,                0.70423,                0.46322,                0.90411,                0.95496,                0.88509,                0.94459,                0.70504,                0.69129,                0.37111,                0.82983,              0.0010216,              0.0010216,              0.0010216
                    146,                 0.6938,                0.44524,                0.89367,                0.98136,                0.88299,                0.94626,                 0.7232,                0.62245,                 0.3558,                0.81608,              0.0010187,              0.0010187,              0.0010187
                    147,                0.68278,                0.46372,                0.89737,                0.95393,                0.89845,                0.94838,                0.73088,                 0.6158,                0.34354,                0.81967,              0.0010159,              0.0010159,              0.0010159
                    148,                0.65452,                0.42769,                0.89493,                0.94868,                0.90664,                0.94836,                0.73089,                0.61133,                 0.3502,                0.81924,              0.0010131,              0.0010131,              0.0010131
                    149,                0.67413,                0.43965,                0.89683,                0.95594,                0.89325,                0.94596,                0.73533,                0.62999,                0.34783,                0.82087,              0.0010102,              0.0010102,              0.0010102
                    150,                0.64985,                0.43604,                0.87909,                0.96942,                0.89493,                0.94986,                0.72919,                0.60662,                0.34084,                0.81428,              0.0010074,              0.0010074,              0.0010074
                    151,                0.65337,                0.42367,                0.88117,                0.94243,                0.88058,                 0.9392,                0.72057,                0.64669,                0.35301,                0.82776,              0.0010046,              0.0010046,              0.0010046
                    152,                0.67025,                0.42963,                0.89104,                0.95138,                0.90914,                0.95297,                 0.7453,                0.60888,                0.34063,                0.81432,              0.0010018,              0.0010018,              0.0010018
                    153,                0.66197,                0.44181,                0.88106,                0.96728,                0.91229,                0.95303,                0.73975,                0.59461,                0.34059,                0.81372,             0.00099893,             0.00099893,             0.00099893
                    154,                 0.6651,                 0.4248,                0.88345,                0.97659,                0.88692,                0.94724,                0.72366,                0.61033,                0.34234,                0.81563,              0.0009961,              0.0009961,              0.0009961
                    155,                0.63691,                0.41307,                0.88857,                0.96325,                0.88893,                0.94937,                 0.7402,                0.61948,                0.35418,                0.82092,             0.00099327,             0.00099327,             0.00099327
                    156,                0.67351,                0.44341,                0.89046,                0.93825,                0.91102,                0.94583,                0.70981,                0.64605,                0.35802,                0.82162,             0.00099044,             0.00099044,             0.00099044
                    157,                0.65584,                0.43136,                0.89046,                  0.974,                0.90046,                0.95176,                0.74667,                0.61882,                0.34269,                0.81977,             0.00098761,             0.00098761,             0.00098761
                    158,                0.65927,                0.43477,                0.89168,                0.96776,                 0.8869,                0.95042,                0.72498,                0.62766,                0.35045,                0.81848,             0.00098478,             0.00098478,             0.00098478
                    159,                0.66863,                  0.441,                0.89183,                0.96812,                0.90202,                 0.9504,                0.73994,                0.61501,                0.33906,                0.81708,             0.00098195,             0.00098195,             0.00098195
