                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.59805,                0.38913,                0.87189,                0.90681,                0.21002,                0.38472,                0.29761,                    nan,                    nan,                    nan,             0.00097346,             0.00097346,             0.00097346
                    163,                0.61363,                0.39878,                0.87326,                0.91931,                0.20807,                0.41872,                0.33381,                    nan,                    nan,                    nan,             0.00097063,             0.00097063,             0.00097063
                    164,                0.63898,                0.41405,                0.88289,                0.93168,                  0.209,                0.40574,                0.32294,                    nan,                    nan,                    nan,              0.0009678,              0.0009678,              0.0009678
                    165,                0.62868,                0.41456,                0.87884,                0.96489,                0.20272,                0.39798,                0.31324,                    nan,                    nan,                    nan,             0.00096498,             0.00096498,             0.00096498
                    166,                0.63255,                 0.4037,                0.87736,                0.87399,                0.20579,                0.39545,                0.32029,                    nan,                    nan,                    nan,             0.00096215,             0.00096215,             0.00096215
                    167,                0.60867,                0.39446,                0.87345,                0.87454,                0.20625,                0.40067,                0.32376,                    nan,                    nan,                    nan,             0.00095932,             0.00095932,             0.00095932
                    168,                0.61905,                0.41081,                0.87465,                0.91893,                0.20469,                 0.3942,                 0.3139,                    nan,                    nan,                    nan,             0.00095649,             0.00095649,             0.00095649
                    169,                 0.6512,                0.41058,                0.89158,                0.93991,                0.20265,                 0.4101,                0.33078,                    nan,                    nan,                    nan,             0.00095366,             0.00095366,             0.00095366
                    170,                0.63562,                 0.4025,                 0.8817,                0.93873,                0.20549,                0.31955,                 0.2524,                    nan,                    nan,                    nan,             0.00095083,             0.00095083,             0.00095083
                    171,                0.60683,                0.40504,                0.88309,                0.90167,                0.20676,                0.36758,                0.29498,                    nan,                    nan,                    nan,               0.000948,               0.000948,               0.000948
                    172,                0.60944,                0.39666,                0.87591,                0.90676,                0.20395,                0.39831,                0.32236,                    nan,                    nan,                    nan,             0.00094517,             0.00094517,             0.00094517
                    173,                0.60223,                0.38512,                0.87784,                0.89331,                0.20497,                0.39071,                0.31333,                    nan,                    nan,                    nan,             0.00094234,             0.00094234,             0.00094234
                    174,                0.62148,                0.39659,                 0.8792,                0.87798,                0.20769,                0.38966,                0.31192,                    nan,                    nan,                    nan,             0.00093951,             0.00093951,             0.00093951
                    175,                0.61672,                0.38134,                0.87582,                0.92885,                 0.2029,                0.39455,                0.31649,                    nan,                    nan,                    nan,             0.00093668,             0.00093668,             0.00093668
                    176,                0.61669,                0.39547,                0.88385,                0.86839,                0.21059,                0.40773,                0.32707,                    nan,                    nan,                    nan,             0.00093385,             0.00093385,             0.00093385
                    177,                0.61493,                0.40548,                0.88021,                 0.9375,                0.20676,                 0.3825,                 0.3065,                    nan,                    nan,                    nan,             0.00093102,             0.00093102,             0.00093102
                    178,                0.64018,                0.41112,                0.87702,                0.89305,                0.20743,                0.32184,                0.25704,                    nan,                    nan,                    nan,             0.00092819,             0.00092819,             0.00092819
                    179,                0.62591,                0.39381,                0.88159,                0.91279,                0.20588,                 0.4015,                0.32504,                    nan,                    nan,                    nan,             0.00092536,             0.00092536,             0.00092536
                    180,                 0.6161,                0.40975,                0.87676,                0.94652,                0.20202,                0.35355,                0.28139,                    nan,                    nan,                    nan,             0.00092253,             0.00092253,             0.00092253
                    181,                0.60452,                0.40115,                0.86945,                 0.9374,                0.20478,                0.41513,                0.33389,                    nan,                    nan,                    nan,              0.0009197,              0.0009197,              0.0009197
                    182,                 0.6273,                0.39374,                 0.8862,                0.88755,                0.20579,                 0.3753,                0.30114,                    nan,                    nan,                    nan,             0.00091687,             0.00091687,             0.00091687
                    183,                0.60099,                0.38541,                0.88747,                0.92902,                0.20455,                0.40956,                0.32577,                    nan,                    nan,                    nan,             0.00091405,             0.00091405,             0.00091405
                    184,                0.61771,                0.39156,                0.86726,                0.92059,                 0.2029,                0.39524,                0.31883,                    nan,                    nan,                    nan,             0.00091122,             0.00091122,             0.00091122
                    185,                0.60073,                0.39371,                0.88309,                0.90237,                0.20964,                0.27623,                  0.215,                    nan,                    nan,                    nan,             0.00090839,             0.00090839,             0.00090839
                    186,                0.63693,                0.40382,                0.87936,                 0.8931,                0.20193,                 0.3553,                0.27814,                    nan,                    nan,                    nan,             0.00090556,             0.00090556,             0.00090556
                    187,                0.63039,                0.41017,                0.88444,                0.92654,                0.20563,                0.38235,                0.30472,                    nan,                    nan,                    nan,             0.00090273,             0.00090273,             0.00090273
                    188,                0.62178,                0.39145,                0.88203,                0.92496,                0.20553,                0.42501,                0.34972,                    nan,                    nan,                    nan,              0.0008999,              0.0008999,              0.0008999
                    189,                0.60308,                0.38412,                0.87495,                0.94011,                 0.2029,                0.39281,                0.32113,                    nan,                    nan,                    nan,             0.00089707,             0.00089707,             0.00089707
                    190,                0.58687,                 0.3753,                0.86742,                0.93273,                0.19969,                 0.4241,                0.34497,                    nan,                    nan,                    nan,             0.00089424,             0.00089424,             0.00089424
                    191,                0.59888,                0.38719,                0.87198,                0.87995,                0.20774,                0.30676,                0.24355,                    nan,                    nan,                    nan,             0.00089141,             0.00089141,             0.00089141
                    192,                0.59491,                0.39148,                0.87294,                0.91137,                0.20318,                0.40349,                0.32594,                    nan,                    nan,                    nan,             0.00088858,             0.00088858,             0.00088858
                    193,                0.61487,                0.38258,                0.87869,                0.91792,                 0.2029,                0.29439,                0.23431,                    nan,                    nan,                    nan,             0.00088575,             0.00088575,             0.00088575
                    194,                0.60499,                0.39467,                0.87332,                0.94306,                 0.2029,                0.41027,                0.33353,                    nan,                    nan,                    nan,             0.00088292,             0.00088292,             0.00088292
                    195,                0.60597,                0.39045,                0.86912,                0.94022,                 0.2029,                0.42783,                0.34813,                    nan,                    nan,                    nan,             0.00088009,             0.00088009,             0.00088009
                    196,                0.59641,                0.39923,                0.86911,                0.95329,                0.20676,                0.40954,                 0.3323,                    nan,                    nan,                    nan,             0.00087726,             0.00087726,             0.00087726
                    197,                0.59514,                0.37716,                0.86859,                0.91491,                0.20425,                 0.3687,                  0.294,                    nan,                    nan,                    nan,             0.00087443,             0.00087443,             0.00087443
                    198,                0.59632,                0.37378,                0.86366,                0.91913,                0.20676,                0.30002,                0.23679,                    nan,                    nan,                    nan,              0.0008716,              0.0008716,              0.0008716
                    199,                0.59072,                0.38424,                0.87005,                0.94184,                0.20868,                 0.3448,                0.27673,                    nan,                    nan,                    nan,             0.00086877,             0.00086877,             0.00086877
                    200,                 0.6059,                0.39391,                0.87067,                0.91271,                0.20881,                0.40899,                0.32848,                    nan,                    nan,                    nan,             0.00086595,             0.00086595,             0.00086595
                    201,                0.59942,                0.38403,                0.86994,                0.94497,                0.20645,                0.39441,                0.31645,                    nan,                    nan,                    nan,             0.00086312,             0.00086312,             0.00086312
                    202,                0.61229,                0.38711,                0.87257,                0.92844,                0.19758,                0.43828,                0.35806,                    nan,                    nan,                    nan,             0.00086029,             0.00086029,             0.00086029
                    203,                0.58505,                0.37048,                0.86891,                0.96994,                0.19891,                0.40778,                0.33803,                    nan,                    nan,                    nan,             0.00085746,             0.00085746,             0.00085746
                    204,                0.58613,                0.39029,                0.87821,                0.93525,                0.21075,                0.40191,                0.32299,                    nan,                    nan,                    nan,             0.00085463,             0.00085463,             0.00085463
                    205,                 0.5834,                0.36358,                0.87034,                0.92734,                0.20771,                  0.391,                0.31755,                    nan,                    nan,                    nan,              0.0008518,              0.0008518,              0.0008518
                    206,                 0.6013,                0.38345,                0.88243,                0.94925,                0.20381,                0.40687,                0.33092,                    nan,                    nan,                    nan,             0.00084897,             0.00084897,             0.00084897
                    207,                0.59081,                0.38009,                0.86973,                0.93944,                0.20773,                0.42541,                0.34777,                    nan,                    nan,                    nan,             0.00084614,             0.00084614,             0.00084614
                    208,                0.58743,                0.37919,                0.87374,                0.91923,                0.20518,                0.39336,                0.31425,                    nan,                    nan,                    nan,             0.00084331,             0.00084331,             0.00084331
                    209,                0.56713,                0.37654,                0.86778,                0.90531,                0.20555,                0.39346,                 0.3227,                    nan,                    nan,                    nan,             0.00084048,             0.00084048,             0.00084048
                    210,                0.57991,                0.36377,                0.86746,                0.91049,                 0.2029,                0.39748,                0.31637,                    nan,                    nan,                    nan,             0.00083765,             0.00083765,             0.00083765
                    211,                0.57802,                0.36681,                0.87904,                0.92724,                0.21157,                 0.4132,                0.33409,                    nan,                    nan,                    nan,             0.00083482,             0.00083482,             0.00083482
                    212,                0.57546,                0.36413,                0.86872,                0.92038,                 0.2098,                0.41603,                0.34321,                    nan,                    nan,                    nan,             0.00083199,             0.00083199,             0.00083199
                    213,                0.56561,                0.36148,                0.85887,                0.90586,                0.21147,                0.39242,                0.31563,                    nan,                    nan,                    nan,             0.00082916,             0.00082916,             0.00082916
                    214,                 0.5978,                0.38205,                 0.8682,                0.91981,                0.21138,                0.27158,                0.21302,                    nan,                    nan,                    nan,             0.00082633,             0.00082633,             0.00082633
                    215,                0.59344,                0.37447,                0.87655,                0.92857,                0.20759,                 0.3385,                0.27227,                    nan,                    nan,                    nan,              0.0008235,              0.0008235,              0.0008235
                    216,                  0.568,                 0.3552,                0.87382,                0.93707,                0.20377,                 0.4192,                 0.3445,                    nan,                    nan,                    nan,             0.00082067,             0.00082067,             0.00082067
                    217,                0.58507,                0.37071,                0.87298,                0.95002,                0.20479,                0.40062,                0.32665,                    nan,                    nan,                    nan,             0.00081785,             0.00081785,             0.00081785
                    218,                0.58393,                0.38388,                0.86703,                0.92656,                0.20452,                0.42493,                0.34683,                    nan,                    nan,                    nan,             0.00081502,             0.00081502,             0.00081502
                    219,                0.58917,                0.37201,                0.86889,                0.93223,                0.20916,                0.45416,                0.36676,                    nan,                    nan,                    nan,             0.00081219,             0.00081219,             0.00081219
                    220,                0.57131,                0.36308,                0.86515,                0.92385,                0.20483,                0.43813,                0.36379,                    nan,                    nan,                    nan,             0.00080936,             0.00080936,             0.00080936
                    221,                0.57845,                0.37928,                0.86954,                0.96147,                0.20289,                0.41068,                0.33636,                    nan,                    nan,                    nan,             0.00080653,             0.00080653,             0.00080653
                    222,                 0.6025,                0.39421,                0.87465,                0.91933,                0.20736,                0.41912,                0.34283,                    nan,                    nan,                    nan,              0.0008037,              0.0008037,              0.0008037
                    223,                0.56133,                0.37408,                0.87051,                 0.9385,                0.20291,                 0.3758,                 0.3093,                    nan,                    nan,                    nan,             0.00080087,             0.00080087,             0.00080087
                    224,                0.58115,                0.37373,                0.87107,                0.92261,                0.20473,                0.39456,                0.32446,                    nan,                    nan,                    nan,             0.00079804,             0.00079804,             0.00079804
                    225,                 0.5895,                0.36972,                0.87504,                0.94505,                0.20868,                0.38969,                0.31598,                    nan,                    nan,                    nan,             0.00079521,             0.00079521,             0.00079521
                    226,                0.57626,                0.37319,                0.86595,                0.91015,                0.20526,                0.41511,                0.34301,                    nan,                    nan,                    nan,             0.00079238,             0.00079238,             0.00079238
                    227,                0.60803,                0.39295,                  0.878,                0.94194,                0.20147,                0.40087,                0.32937,                    nan,                    nan,                    nan,             0.00078955,             0.00078955,             0.00078955
                    228,                0.55774,                0.36136,                0.85372,                0.90879,                0.20771,                0.39101,                0.31868,                    nan,                    nan,                    nan,             0.00078672,             0.00078672,             0.00078672
                    229,                 0.5543,                 0.3586,                  0.878,                0.95229,                 0.2045,                 0.4097,                0.33665,                    nan,                    nan,                    nan,             0.00078389,             0.00078389,             0.00078389
                    230,                0.55513,                0.36332,                0.86993,                0.91851,                0.20353,                0.42942,                 0.3552,                    nan,                    nan,                    nan,             0.00078106,             0.00078106,             0.00078106
                    231,                 0.5922,                0.36516,                0.87112,                0.94682,                 0.2029,                 0.3716,                0.30781,                    nan,                    nan,                    nan,             0.00077823,             0.00077823,             0.00077823
                    232,                 0.5905,                0.38099,                0.86945,                0.97141,                0.20483,                0.40245,                0.33035,                    nan,                    nan,                    nan,              0.0007754,              0.0007754,              0.0007754
                    233,                0.56405,                0.37011,                0.87238,                0.96814,                0.20648,                0.40876,                0.33096,                    nan,                    nan,                    nan,             0.00077257,             0.00077257,             0.00077257
                    234,                0.57428,                0.37532,                0.86524,                0.97579,                0.20049,                0.42513,                 0.3465,                    nan,                    nan,                    nan,             0.00076975,             0.00076975,             0.00076975
                    235,                0.57103,                0.36842,                0.86813,                0.90798,                0.20674,                0.40222,                0.32721,                    nan,                    nan,                    nan,             0.00076692,             0.00076692,             0.00076692
                    236,                0.55467,                0.36071,                0.86307,                0.93721,                0.20606,                0.40749,                0.33717,                    nan,                    nan,                    nan,             0.00076409,             0.00076409,             0.00076409
                    237,                0.57762,                0.37988,                0.88545,                 0.9539,                0.20674,                0.42566,                0.34722,                    nan,                    nan,                    nan,             0.00076126,             0.00076126,             0.00076126
                    238,                0.58597,                0.37918,                0.86293,                0.95397,                0.20664,                0.40673,                0.33756,                    nan,                    nan,                    nan,             0.00075843,             0.00075843,             0.00075843
                    239,                0.57816,                0.35764,                0.85972,                0.95731,                0.20642,                0.43432,                0.35504,                    nan,                    nan,                    nan,              0.0007556,              0.0007556,              0.0007556
                    240,                0.55974,                0.35303,                 0.8646,                0.95556,                0.20098,                0.41195,                0.33949,                    nan,                    nan,                    nan,             0.00075277,             0.00075277,             0.00075277
                    241,                0.56483,                0.35358,                0.85816,                0.94545,                0.20483,                0.41322,                0.34094,                    nan,                    nan,                    nan,             0.00074994,             0.00074994,             0.00074994
                    242,                0.57321,                0.34959,                0.86533,                 0.9404,                0.20447,                0.40747,                0.33747,                    nan,                    nan,                    nan,             0.00074711,             0.00074711,             0.00074711
                    243,                0.58993,                0.38042,                0.87442,                0.94272,                0.20483,                0.40885,                0.33817,                    nan,                    nan,                    nan,             0.00074428,             0.00074428,             0.00074428
                    244,                0.55793,                0.33899,                0.86093,                0.96058,                0.20266,                0.41057,                0.33784,                    nan,                    nan,                    nan,             0.00074145,             0.00074145,             0.00074145
                    245,                 0.5591,                0.36298,                0.86615,                0.89977,                0.20868,                0.42125,                0.34618,                    nan,                    nan,                    nan,             0.00073862,             0.00073862,             0.00073862
                    246,                0.53502,                0.35444,                0.86226,                0.94097,                0.21035,                0.39429,                0.32001,                    nan,                    nan,                    nan,             0.00073579,             0.00073579,             0.00073579
                    247,                 0.5537,                0.34238,                0.87199,                0.90603,                0.20298,                0.41847,                0.34087,                    nan,                    nan,                    nan,             0.00073296,             0.00073296,             0.00073296
                    248,                0.56425,                0.35233,                 0.8777,                0.93266,                0.20476,                0.44773,                0.37109,                    nan,                    nan,                    nan,             0.00073013,             0.00073013,             0.00073013
                    249,                0.57567,                 0.3629,                0.87979,                0.95032,                0.20659,                 0.3769,                0.30457,                    nan,                    nan,                    nan,              0.0007273,              0.0007273,              0.0007273
                    250,                0.54221,                 0.3374,                0.86319,                 0.9441,                0.20395,                0.43596,                0.35771,                    nan,                    nan,                    nan,             0.00072447,             0.00072447,             0.00072447
                    251,                0.55796,                   0.35,                0.87425,                0.96845,                0.20433,                 0.4446,                0.36468,                    nan,                    nan,                    nan,             0.00072164,             0.00072164,             0.00072164
                    252,                0.53352,                0.34376,                0.86808,                0.92189,                0.20579,                0.41736,                0.34157,                    nan,                    nan,                    nan,             0.00071882,             0.00071882,             0.00071882
                    253,                0.57137,                0.35594,                0.86733,                0.93619,                 0.2085,                0.43627,                0.36145,                    nan,                    nan,                    nan,             0.00071599,             0.00071599,             0.00071599
                    254,                0.55642,                0.35967,                0.86188,                0.95174,                0.20821,                0.44322,                0.36436,                    nan,                    nan,                    nan,             0.00071316,             0.00071316,             0.00071316
                    255,                0.56081,                0.35799,                0.86599,                0.94254,                 0.2078,                0.39057,                0.31625,                    nan,                    nan,                    nan,             0.00071033,             0.00071033,             0.00071033
                    256,                0.55578,                0.35923,                0.86849,                0.91418,                 0.2096,                0.40756,                0.33395,                    nan,                    nan,                    nan,              0.0007075,              0.0007075,              0.0007075
                    257,                0.55782,                0.35175,                0.85523,                0.94321,                0.20828,                0.42592,                0.35244,                    nan,                    nan,                    nan,             0.00070467,             0.00070467,             0.00070467
                    258,                0.55368,                0.34256,                0.86776,                0.93376,                 0.2095,                0.40361,                0.33553,                    nan,                    nan,                    nan,             0.00070184,             0.00070184,             0.00070184
                    259,                0.56138,                0.34917,                0.86849,                0.93315,                0.20855,                0.42336,                 0.3515,                    nan,                    nan,                    nan,             0.00069901,             0.00069901,             0.00069901
                    260,                0.56389,                0.35489,                0.85906,                0.89222,                0.20538,                0.42191,                0.34623,                    nan,                    nan,                    nan,             0.00069618,             0.00069618,             0.00069618
                    261,                0.57371,                 0.3719,                0.87049,                0.97408,                0.20445,                0.38849,                0.31854,                    nan,                    nan,                    nan,             0.00069335,             0.00069335,             0.00069335
                    262,                0.54339,                0.34649,                  0.857,                0.94778,                0.20788,                0.43858,                0.35719,                    nan,                    nan,                    nan,             0.00069052,             0.00069052,             0.00069052
                    263,                0.53731,                0.33292,                0.85961,                0.94982,                0.20482,                0.40044,                0.33217,                    nan,                    nan,                    nan,             0.00068769,             0.00068769,             0.00068769
                    264,                 0.5697,                0.35636,                0.87105,                 0.9404,                0.21059,                0.40968,                0.33784,                    nan,                    nan,                    nan,             0.00068486,             0.00068486,             0.00068486
                    265,                0.55477,                0.34637,                0.85676,                0.95765,                0.20954,                 0.4151,                0.34536,                    nan,                    nan,                    nan,             0.00068203,             0.00068203,             0.00068203
                    266,                0.55387,                0.36259,                0.86242,                0.94487,                0.20671,                 0.4523,                0.38047,                    nan,                    nan,                    nan,              0.0006792,              0.0006792,              0.0006792
                    267,                0.56852,                0.35527,                0.86413,                 0.9537,                0.20674,                0.43664,                0.36499,                    nan,                    nan,                    nan,             0.00067637,             0.00067637,             0.00067637
                    268,                0.57352,                0.35974,                0.85865,                0.95171,                0.21061,                0.42953,                0.35016,                    nan,                    nan,                    nan,             0.00067354,             0.00067354,             0.00067354
                    269,                0.56726,                0.36899,                 0.8852,                0.95062,                0.20676,                0.38439,                0.31301,                    nan,                    nan,                    nan,             0.00067072,             0.00067072,             0.00067072
                    270,                0.54428,                0.33567,                0.87109,                0.95235,                0.20841,                0.41888,                0.34577,                    nan,                    nan,                    nan,             0.00066789,             0.00066789,             0.00066789
                    271,                0.52526,                0.34792,                0.85185,                0.96623,                0.20758,                0.31034,                 0.2516,                    nan,                    nan,                    nan,             0.00066506,             0.00066506,             0.00066506
                    272,                0.55142,                0.34935,                0.86932,                 0.9185,                  0.207,                0.38439,                0.31052,                    nan,                    nan,                    nan,             0.00066223,             0.00066223,             0.00066223
                    273,                0.54973,                0.35056,                0.86572,                0.90466,                0.20731,                0.41044,                0.33274,                    nan,                    nan,                    nan,              0.0006594,              0.0006594,              0.0006594
                    274,                0.54695,                0.33545,                0.86715,                0.95178,                0.20841,                0.44787,                0.36838,                    nan,                    nan,                    nan,             0.00065657,             0.00065657,             0.00065657
                    275,                0.56005,                  0.359,                0.88857,                0.94264,                0.20611,                0.41302,                0.33706,                    nan,                    nan,                    nan,             0.00065374,             0.00065374,             0.00065374
                    276,                0.55245,                 0.3444,                0.87725,                0.93714,                0.20937,                0.43392,                0.36045,                    nan,                    nan,                    nan,             0.00065091,             0.00065091,             0.00065091
                    277,                 0.5488,                0.35058,                0.85991,                 0.9444,                0.20682,                 0.4328,                0.36083,                    nan,                    nan,                    nan,             0.00064808,             0.00064808,             0.00064808
                    278,                0.51785,                0.34196,                0.84954,                0.95583,                0.20676,                0.43094,                0.35708,                    nan,                    nan,                    nan,             0.00064525,             0.00064525,             0.00064525
                    279,                 0.5496,                0.34518,                0.85916,                0.93839,                0.20418,                0.41256,                0.34213,                    nan,                    nan,                    nan,             0.00064242,             0.00064242,             0.00064242
                    280,                0.53748,                0.33046,                0.85514,                0.93184,                0.20476,                0.42502,                0.35094,                    nan,                    nan,                    nan,             0.00063959,             0.00063959,             0.00063959
                    281,                0.54381,                0.34132,                0.85942,                0.92162,                0.20675,                0.40388,                0.33345,                    nan,                    nan,                    nan,             0.00063676,             0.00063676,             0.00063676
                    282,                0.54687,                0.34164,                0.88374,                0.95635,                0.20368,                0.41896,                  0.344,                    nan,                    nan,                    nan,             0.00063393,             0.00063393,             0.00063393
                    283,                0.52958,                0.33484,                0.86056,                0.95879,                0.20483,                0.42287,                0.34846,                    nan,                    nan,                    nan,              0.0006311,              0.0006311,              0.0006311
                    284,                0.53722,                0.34293,                0.85198,                0.95261,                0.19905,                0.42071,                0.34841,                    nan,                    nan,                    nan,             0.00062827,             0.00062827,             0.00062827
                    285,                0.53856,                0.34524,                0.85988,                0.93615,                 0.2065,                0.43918,                0.36392,                    nan,                    nan,                    nan,             0.00062544,             0.00062544,             0.00062544
                    286,                 0.5337,                0.33295,                0.85441,                0.95017,                0.20483,                0.44926,                 0.3717,                    nan,                    nan,                    nan,             0.00062262,             0.00062262,             0.00062262
                    287,                0.54183,                0.33294,                0.86615,                0.94135,                0.20704,                0.44081,                0.36577,                    nan,                    nan,                    nan,             0.00061979,             0.00061979,             0.00061979
                    288,                0.54138,                0.33366,                 0.8561,                 0.9411,                0.20676,                0.44908,                0.36939,                    nan,                    nan,                    nan,             0.00061696,             0.00061696,             0.00061696
                    289,                0.52702,                0.34332,                0.86143,                0.96601,                0.20849,                    0.4,                0.32629,                    nan,                    nan,                    nan,             0.00061413,             0.00061413,             0.00061413
                    290,                0.53049,                0.33461,                0.85132,                0.94313,                0.20524,                 0.4571,                0.37795,                    nan,                    nan,                    nan,              0.0006113,              0.0006113,              0.0006113
                    291,                0.54359,                0.35247,                0.86288,                0.94702,                0.20868,                0.45182,                0.36884,                    nan,                    nan,                    nan,             0.00060847,             0.00060847,             0.00060847
                    292,                0.54465,                0.33707,                0.85855,                0.97205,                0.20449,                0.44953,                0.37077,                    nan,                    nan,                    nan,             0.00060564,             0.00060564,             0.00060564
                    293,                0.53964,                0.33376,                0.86896,                0.96694,                0.20725,                0.43604,                0.36293,                    nan,                    nan,                    nan,             0.00060281,             0.00060281,             0.00060281
                    294,                0.52651,                0.32512,                 0.8531,                 0.9484,                 0.2095,                0.46508,                0.38377,                    nan,                    nan,                    nan,             0.00059998,             0.00059998,             0.00059998
                    295,                0.52186,                0.33844,                0.84689,                 0.9696,                0.20951,                0.46753,                0.38405,                    nan,                    nan,                    nan,             0.00059715,             0.00059715,             0.00059715
                    296,                0.52607,                0.33494,                0.85032,                0.96617,                0.20959,                0.39764,                0.32827,                    nan,                    nan,                    nan,             0.00059432,             0.00059432,             0.00059432
                    297,                0.51558,                0.33047,                0.86068,                0.95862,                0.20676,                0.43346,                 0.3601,                    nan,                    nan,                    nan,             0.00059149,             0.00059149,             0.00059149
                    298,                0.53596,                0.32232,                 0.8493,                 0.9429,                0.20579,                0.46234,                0.38606,                    nan,                    nan,                    nan,             0.00058866,             0.00058866,             0.00058866
                    299,                0.52639,                0.34035,                0.86327,                0.93942,                0.20728,                0.44303,                0.36922,                    nan,                    nan,                    nan,             0.00058583,             0.00058583,             0.00058583
                    300,                0.52821,                0.33465,                0.85604,                0.95028,                0.20857,                0.44087,                 0.3667,                    nan,                    nan,                    nan,               0.000583,               0.000583,               0.000583
                    301,                0.52745,                0.33148,                 0.8582,                0.93083,                0.20773,                0.43573,                0.36055,                    nan,                    nan,                    nan,             0.00058017,             0.00058017,             0.00058017
                    302,                0.52806,                0.32338,                0.85365,                0.94653,                0.20833,                0.44516,                0.36951,                    nan,                    nan,                    nan,             0.00057734,             0.00057734,             0.00057734
                    303,                0.53206,                0.33711,                0.85874,                0.95397,                0.20765,                0.45005,                0.37133,                    nan,                    nan,                    nan,             0.00057452,             0.00057452,             0.00057452
                    304,                 0.5418,                0.32635,                0.85785,                0.95383,                0.20908,                0.47153,                0.39282,                    nan,                    nan,                    nan,             0.00057169,             0.00057169,             0.00057169
                    305,                0.53399,                 0.3233,                0.86979,                0.94189,                0.20713,                0.45912,                0.37938,                    nan,                    nan,                    nan,             0.00056886,             0.00056886,             0.00056886
                    306,                0.50425,                0.32506,                0.85667,                0.96069,                0.20883,                 0.4789,                0.39962,                    nan,                    nan,                    nan,             0.00056603,             0.00056603,             0.00056603
                    307,                0.53044,                0.32481,                0.86629,                 0.9557,                0.20666,                0.45662,                0.38002,                    nan,                    nan,                    nan,              0.0005632,              0.0005632,              0.0005632
                    308,                0.51803,                0.32685,                0.86903,                0.93506,                0.20774,                0.37786,                0.30793,                    nan,                    nan,                    nan,             0.00056037,             0.00056037,             0.00056037
